"","region","transect","featureid","variable","value","zone","riparian_distance_ft"
"49","C & O Canal National Historic Park","COST8-3","2021070538","openonnet",0.357142857143,"local",NA
"50","C & O Canal National Historic Park","COST8-3","2021070538","percent_sandy",0,"local",NA
"51","C & O Canal National Historic Park","COST8-3","2021070538","sep_prcp_mm",103.18429372,"local",NA
"52","C & O Canal National Historic Park","COST8-3","2021070538","slope_pcnt",8.60887998076,"local",NA
"53","C & O Canal National Historic Park","COST8-3","2021070538","surfcoarse",0,"local",NA
"54","C & O Canal National Historic Park","COST8-3","2021070538","tree_canopy",58.5392857143,"local",NA
"55","C & O Canal National Historic Park","COST8-3","2021070538","undev_forest",60.8928571429,"local",NA
"56","C & O Canal National Historic Park","COST8-3","2021070538","water",0.0892857142857,"local",NA
"57","C & O Canal National Historic Park","COST8-3","2021070538","wetland",8.75,"local",NA
"58","C & O Canal National Historic Park","COST8-3","2021070538","agriculture",38.9029322547945,"upstream",NA
"59","C & O Canal National Historic Park","COST8-3","2021070538","alloffnet",0.189585439838416,"upstream",NA
"60","C & O Canal National Historic Park","COST8-3","2021070538","allonnet",2.38877654196012,"upstream",NA
"61","C & O Canal National Historic Park","COST8-3","2021070538","ann_tmax_c",20.4766765267385,"upstream",NA
"62","C & O Canal National Historic Park","COST8-3","2021070538","ann_tmin_c",8.53283305657613,"upstream",NA
"63","C & O Canal National Historic Park","COST8-3","2021070538","apr_prcp_mm",80.8226406803113,"upstream",NA
"64","C & O Canal National Historic Park","COST8-3","2021070538","AreaSqKM",7.120800000001,"upstream",NA
"65","C & O Canal National Historic Park","COST8-3","2021070538","aug_prcp_mm",105.25456751733,"upstream",NA
"66","C & O Canal National Historic Park","COST8-3","2021070538","dec_prcp_mm",82.3965828879374,"upstream",NA
"67","C & O Canal National Historic Park","COST8-3","2021070538","deg_barr_1",0,"upstream",NA
"68","C & O Canal National Historic Park","COST8-3","2021070538","deg_barr_2",0,"upstream",NA
"69","C & O Canal National Historic Park","COST8-3","2021070538","deg_barr_3",0,"upstream",NA
"70","C & O Canal National Historic Park","COST8-3","2021070538","deg_barr_4",0,"upstream",NA
"71","C & O Canal National Historic Park","COST8-3","2021070538","deg_barr_5",0,"upstream",NA
"72","C & O Canal National Historic Park","COST8-3","2021070538","deg_barr_6",0,"upstream",NA
"73","C & O Canal National Historic Park","COST8-3","2021070538","deg_barr_7",0,"upstream",NA
"74","C & O Canal National Historic Park","COST8-3","2021070538","deg_barr_all",0,"upstream",NA
"75","C & O Canal National Historic Park","COST8-3","2021070538","dep_no3_2011",9.66330854295028,"upstream",NA
"76","C & O Canal National Historic Park","COST8-3","2021070538","dep_so4_2011",11.4871910433099,"upstream",NA
"77","C & O Canal National Historic Park","COST8-3","2021070538","devel_hi",0,"upstream",NA
"78","C & O Canal National Historic Park","COST8-3","2021070538","devel_low",0,"upstream",NA
"79","C & O Canal National Historic Park","COST8-3","2021070538","devel_med",0.101112234580343,"upstream",NA
"80","C & O Canal National Historic Park","COST8-3","2021070538","devel_opn",2.74266936299033,"upstream",NA
"81","C & O Canal National Historic Park","COST8-3","2021070538","developed",2.84378159757034,"upstream",NA
"82","C & O Canal National Historic Park","COST8-3","2021070538","drainageclass",3.69390336453622,"upstream",NA
"83","C & O Canal National Historic Park","COST8-3","2021070538","elevation",36.6452224469154,"upstream",NA
"84","C & O Canal National Historic Park","COST8-3","2021070538","feb_prcp_mm",68.3703653385878,"upstream",NA
"85","C & O Canal National Historic Park","COST8-3","2021070538","forest",52.1107178968693,"upstream",NA
"86","C & O Canal National Historic Park","COST8-3","2021070538","forest_decid",30.8645096056556,"upstream",NA
"87","C & O Canal National Historic Park","COST8-3","2021070538","forest_evgrn",8.29120323560895,"upstream",NA
"88","C & O Canal National Historic Park","COST8-3","2021070538","forest_mixed",12.9550050555915,"upstream",NA
"89","C & O Canal National Historic Park","COST8-3","2021070538","fwsopenwater",0.252780586451111,"upstream",NA
"90","C & O Canal National Historic Park","COST8-3","2021070538","fwswetlands",2.26238624873556,"upstream",NA
"91","C & O Canal National Historic Park","COST8-3","2021070538","herbaceous",6.12992922144029,"upstream",NA
"92","C & O Canal National Historic Park","COST8-3","2021070538","hydrogroup_a",23.3948432760274,"upstream",NA
"93","C & O Canal National Historic Park","COST8-3","2021070538","hydrogroup_ab",73.6981799797833,"upstream",NA
"94","C & O Canal National Historic Park","COST8-3","2021070538","hydrogroup_cd",26.1880687563207,"upstream",NA
"95","C & O Canal National Historic Park","COST8-3","2021070538","hydrogroup_d1",10.3008088978573,"upstream",NA
"96","C & O Canal National Historic Park","COST8-3","2021070538","hydrogroup_d4",22.9019211324427,"upstream",NA
"97","C & O Canal National Historic Park","COST8-3","2021070538","impervious",0.23799292214339,"upstream",NA
"98","C & O Canal National Historic Park","COST8-3","2021070538","jan_prcp_mm",78.9671327496294,"upstream",NA
"99","C & O Canal National Historic Park","COST8-3","2021070538","jul_prcp_mm",111.91998734794,"upstream",NA
"100","C & O Canal National Historic Park","COST8-3","2021070538","jun_prcp_mm",92.9712630812786,"upstream",NA
"101","C & O Canal National Historic Park","COST8-3","2021070538","mar_prcp_mm",101.215177116545,"upstream",NA
"102","C & O Canal National Historic Park","COST8-3","2021070538","may_prcp_mm",108.124341783501,"upstream",NA
"103","C & O Canal National Historic Park","COST8-3","2021070538","nov_prcp_mm",84.3184506403813,"upstream",NA
"104","C & O Canal National Historic Park","COST8-3","2021070538","oct_prcp_mm",89.1226552976741,"upstream",NA
"105","C & O Canal National Historic Park","COST8-3","2021070538","openoffnet",0.126390293225537,"upstream",NA
"106","C & O Canal National Historic Park","COST8-3","2021070538","openonnet",0.126390293225489,"upstream",NA
"107","C & O Canal National Historic Park","COST8-3","2021070538","percent_sandy",0,"upstream",NA
"108","C & O Canal National Historic Park","COST8-3","2021070538","sep_prcp_mm",103.047029823341,"upstream",NA
"109","C & O Canal National Historic Park","COST8-3","2021070538","slope_pcnt",5.5804506133208,"upstream",NA
"110","C & O Canal National Historic Park","COST8-3","2021070538","surfcoarse",0,"upstream",NA
"111","C & O Canal National Historic Park","COST8-3","2021070538","tree_canopy",56.215621840238,"upstream",NA
"112","C & O Canal National Historic Park","COST8-3","2021070538","undev_forest",53.6360088461097,"upstream",NA
"113","C & O Canal National Historic Park","COST8-3","2021070538","water",0.012639029322546,"upstream",NA
"114","C & O Canal National Historic Park","COST8-3","2021070538","wetland",4.13296258847257,"upstream",NA
"115","C & O Canal National Historic Park","COST21-3","2022348265","agriculture",6.34595701126,"local",NA
"116","C & O Canal National Historic Park","COST21-3","2022348265","alloffnet",1.22824974411,"local",NA
"117","C & O Canal National Historic Park","COST21-3","2022348265","allonnet",0,"local",NA
"118","C & O Canal National Historic Park","COST21-3","2022348265","ann_tmax_c",19.8200143816,"local",NA
"119","C & O Canal National Historic Park","COST21-3","2022348265","ann_tmin_c",9.04794281556,"local",NA
"120","C & O Canal National Historic Park","COST21-3","2022348265","apr_prcp_mm",84.5373031398,"local",NA
"121","C & O Canal National Historic Park","COST21-3","2022348265","AreaSqKM",0.879300000001,"local",NA
"122","C & O Canal National Historic Park","COST21-3","2022348265","aug_prcp_mm",98.273793856,"local",NA
"123","C & O Canal National Historic Park","COST21-3","2022348265","dec_prcp_mm",84.324464593,"local",NA
"124","C & O Canal National Historic Park","COST21-3","2022348265","deg_barr_1",0,"local",NA
"125","C & O Canal National Historic Park","COST21-3","2022348265","deg_barr_2",0,"local",NA
"126","C & O Canal National Historic Park","COST21-3","2022348265","deg_barr_3",0,"local",NA
"127","C & O Canal National Historic Park","COST21-3","2022348265","deg_barr_4",0,"local",NA
"128","C & O Canal National Historic Park","COST21-3","2022348265","deg_barr_5",0,"local",NA
"129","C & O Canal National Historic Park","COST21-3","2022348265","deg_barr_6",0,"local",NA
"130","C & O Canal National Historic Park","COST21-3","2022348265","deg_barr_7",0,"local",NA
"131","C & O Canal National Historic Park","COST21-3","2022348265","deg_barr_all",0,"local",NA
"132","C & O Canal National Historic Park","COST21-3","2022348265","dep_no3_2011",10.0349747288,"local",NA
"133","C & O Canal National Historic Park","COST21-3","2022348265","dep_so4_2011",11.8014859743,"local",NA
"134","C & O Canal National Historic Park","COST21-3","2022348265","devel_hi",0,"local",NA
"135","C & O Canal National Historic Park","COST21-3","2022348265","devel_low",0.511770726714,"local",NA
"136","C & O Canal National Historic Park","COST21-3","2022348265","devel_med",0,"local",NA
"137","C & O Canal National Historic Park","COST21-3","2022348265","devel_opn",17.604912999,"local",NA
"138","C & O Canal National Historic Park","COST21-3","2022348265","developed",18.1166837257,"local",NA
"139","C & O Canal National Historic Park","COST21-3","2022348265","drainageclass",NA,"local",NA
"140","C & O Canal National Historic Park","COST21-3","2022348265","elevation",3.3275332651,"local",NA
"141","C & O Canal National Historic Park","COST21-3","2022348265","feb_prcp_mm",70.3432503957,"local",NA
"142","C & O Canal National Historic Park","COST21-3","2022348265","forest",70.2149437052,"local",NA
"143","C & O Canal National Historic Park","COST21-3","2022348265","forest_decid",14.022517912,"local",NA
"144","C & O Canal National Historic Park","COST21-3","2022348265","forest_evgrn",25.076765609,"local",NA
"145","C & O Canal National Historic Park","COST21-3","2022348265","forest_mixed",31.1156601842,"local",NA
"146","C & O Canal National Historic Park","COST21-3","2022348265","fwsopenwater",4.70829068577,"local",NA
"147","C & O Canal National Historic Park","COST21-3","2022348265","fwswetlands",3.48004094166,"local",NA
"148","C & O Canal National Historic Park","COST21-3","2022348265","herbaceous",1.84237461617,"local",NA
"149","C & O Canal National Historic Park","COST21-3","2022348265","hydrogroup_a",0,"local",NA
"150","C & O Canal National Historic Park","COST21-3","2022348265","hydrogroup_ab",4.09416581372,"local",NA
"151","C & O Canal National Historic Park","COST21-3","2022348265","hydrogroup_cd",49.846468782,"local",NA
"152","C & O Canal National Historic Park","COST21-3","2022348265","hydrogroup_d1",19.3449334698,"local",NA
"153","C & O Canal National Historic Park","COST21-3","2022348265","hydrogroup_d4",19.3449334698,"local",NA
"154","C & O Canal National Historic Park","COST21-3","2022348265","impervious",1.3428863869,"local",NA
"155","C & O Canal National Historic Park","COST21-3","2022348265","jan_prcp_mm",77.987186264,"local",NA
"156","C & O Canal National Historic Park","COST21-3","2022348265","jul_prcp_mm",108.700994478,"local",NA
"157","C & O Canal National Historic Park","COST21-3","2022348265","jun_prcp_mm",92.1837190376,"local",NA
"158","C & O Canal National Historic Park","COST21-3","2022348265","mar_prcp_mm",100.650844976,"local",NA
"159","C & O Canal National Historic Park","COST21-3","2022348265","may_prcp_mm",100.512350779,"local",NA
"160","C & O Canal National Historic Park","COST21-3","2022348265","nov_prcp_mm",84.7865903575,"local",NA
"161","C & O Canal National Historic Park","COST21-3","2022348265","oct_prcp_mm",88.3160792403,"local",NA
"162","C & O Canal National Historic Park","COST21-3","2022348265","openoffnet",0,"local",NA
"163","C & O Canal National Historic Park","COST21-3","2022348265","openonnet",0,"local",NA
"164","C & O Canal National Historic Park","COST21-3","2022348265","percent_sandy",0,"local",NA
"165","C & O Canal National Historic Park","COST21-3","2022348265","sep_prcp_mm",94.6999354211,"local",NA
"166","C & O Canal National Historic Park","COST21-3","2022348265","slope_pcnt",1.18552758292,"local",NA
"167","C & O Canal National Historic Park","COST21-3","2022348265","surfcoarse",0,"local",NA
"168","C & O Canal National Historic Park","COST21-3","2022348265","tree_canopy",65.0665301945,"local",NA
"169","C & O Canal National Historic Park","COST21-3","2022348265","undev_forest",85.75,"local",NA
"170","C & O Canal National Historic Park","COST21-3","2022348265","water",3.48004094166,"local",NA
"171","C & O Canal National Historic Park","COST21-3","2022348265","wetland",17.2978505629,"local",NA
"172","C & O Canal National Historic Park","COST21-3","2022348265","agriculture",6.34595701126,"upstream",NA
"173","C & O Canal National Historic Park","COST21-3","2022348265","alloffnet",1.22824974411,"upstream",NA
"174","C & O Canal National Historic Park","COST21-3","2022348265","allonnet",0,"upstream",NA
"175","C & O Canal National Historic Park","COST21-3","2022348265","ann_tmax_c",19.8200143816,"upstream",NA
"176","C & O Canal National Historic Park","COST21-3","2022348265","ann_tmin_c",9.04794281556,"upstream",NA
"177","C & O Canal National Historic Park","COST21-3","2022348265","apr_prcp_mm",84.5373031398,"upstream",NA
"178","C & O Canal National Historic Park","COST21-3","2022348265","AreaSqKM",0.879300000001,"upstream",NA
"179","C & O Canal National Historic Park","COST21-3","2022348265","aug_prcp_mm",98.273793856,"upstream",NA
"180","C & O Canal National Historic Park","COST21-3","2022348265","dec_prcp_mm",84.324464593,"upstream",NA
"181","C & O Canal National Historic Park","COST21-3","2022348265","deg_barr_1",0,"upstream",NA
"182","C & O Canal National Historic Park","COST21-3","2022348265","deg_barr_2",0,"upstream",NA
"183","C & O Canal National Historic Park","COST21-3","2022348265","deg_barr_3",0,"upstream",NA
"184","C & O Canal National Historic Park","COST21-3","2022348265","deg_barr_4",0,"upstream",NA
"185","C & O Canal National Historic Park","COST21-3","2022348265","deg_barr_5",0,"upstream",NA
"186","C & O Canal National Historic Park","COST21-3","2022348265","deg_barr_6",0,"upstream",NA
"187","C & O Canal National Historic Park","COST21-3","2022348265","deg_barr_7",0,"upstream",NA
"188","C & O Canal National Historic Park","COST21-3","2022348265","deg_barr_all",0,"upstream",NA
"189","C & O Canal National Historic Park","COST21-3","2022348265","dep_no3_2011",10.0349747288,"upstream",NA
"190","C & O Canal National Historic Park","COST21-3","2022348265","dep_so4_2011",11.8014859743,"upstream",NA
"191","C & O Canal National Historic Park","COST21-3","2022348265","devel_hi",0,"upstream",NA
"192","C & O Canal National Historic Park","COST21-3","2022348265","devel_low",0.511770726714,"upstream",NA
"193","C & O Canal National Historic Park","COST21-3","2022348265","devel_med",0,"upstream",NA
"194","C & O Canal National Historic Park","COST21-3","2022348265","devel_opn",17.604912999,"upstream",NA
"195","C & O Canal National Historic Park","COST21-3","2022348265","developed",18.1166837257,"upstream",NA
"196","C & O Canal National Historic Park","COST21-3","2022348265","drainageclass",NA,"upstream",NA
"197","C & O Canal National Historic Park","COST21-3","2022348265","elevation",3.3275332651,"upstream",NA
"198","C & O Canal National Historic Park","COST21-3","2022348265","feb_prcp_mm",70.3432503957,"upstream",NA
"199","C & O Canal National Historic Park","COST21-3","2022348265","forest",70.2149437052,"upstream",NA
"200","C & O Canal National Historic Park","COST21-3","2022348265","forest_decid",14.022517912,"upstream",NA
"201","C & O Canal National Historic Park","COST21-3","2022348265","forest_evgrn",25.076765609,"upstream",NA
"202","C & O Canal National Historic Park","COST21-3","2022348265","forest_mixed",31.1156601842,"upstream",NA
"203","C & O Canal National Historic Park","COST21-3","2022348265","fwsopenwater",4.70829068577,"upstream",NA
"204","C & O Canal National Historic Park","COST21-3","2022348265","fwswetlands",3.48004094166,"upstream",NA
"205","C & O Canal National Historic Park","COST21-3","2022348265","herbaceous",1.84237461617,"upstream",NA
"206","C & O Canal National Historic Park","COST21-3","2022348265","hydrogroup_a",0,"upstream",NA
"207","C & O Canal National Historic Park","COST21-3","2022348265","hydrogroup_ab",4.09416581372,"upstream",NA
"208","C & O Canal National Historic Park","COST21-3","2022348265","hydrogroup_cd",49.846468782,"upstream",NA
"209","C & O Canal National Historic Park","COST21-3","2022348265","hydrogroup_d1",19.3449334698,"upstream",NA
"210","C & O Canal National Historic Park","COST21-3","2022348265","hydrogroup_d4",19.3449334698,"upstream",NA
"211","C & O Canal National Historic Park","COST21-3","2022348265","impervious",1.3428863869,"upstream",NA
"212","C & O Canal National Historic Park","COST21-3","2022348265","jan_prcp_mm",77.987186264,"upstream",NA
"213","C & O Canal National Historic Park","COST21-3","2022348265","jul_prcp_mm",108.700994478,"upstream",NA
"214","C & O Canal National Historic Park","COST21-3","2022348265","jun_prcp_mm",92.1837190376,"upstream",NA
"215","C & O Canal National Historic Park","COST21-3","2022348265","mar_prcp_mm",100.650844976,"upstream",NA
"216","C & O Canal National Historic Park","COST21-3","2022348265","may_prcp_mm",100.512350779,"upstream",NA
"217","C & O Canal National Historic Park","COST21-3","2022348265","nov_prcp_mm",84.7865903575,"upstream",NA
"218","C & O Canal National Historic Park","COST21-3","2022348265","oct_prcp_mm",88.3160792403,"upstream",NA
"219","C & O Canal National Historic Park","COST21-3","2022348265","openoffnet",0,"upstream",NA
"220","C & O Canal National Historic Park","COST21-3","2022348265","openonnet",0,"upstream",NA
"221","C & O Canal National Historic Park","COST21-3","2022348265","percent_sandy",0,"upstream",NA
"222","C & O Canal National Historic Park","COST21-3","2022348265","sep_prcp_mm",94.6999354211,"upstream",NA
"223","C & O Canal National Historic Park","COST21-3","2022348265","slope_pcnt",1.18552758292,"upstream",NA
"224","C & O Canal National Historic Park","COST21-3","2022348265","surfcoarse",0,"upstream",NA
"225","C & O Canal National Historic Park","COST21-3","2022348265","tree_canopy",65.0665301945,"upstream",NA
"226","C & O Canal National Historic Park","COST21-3","2022348265","undev_forest",85.75,"upstream",NA
"227","C & O Canal National Historic Park","COST21-3","2022348265","water",3.48004094166,"upstream",NA
"228","C & O Canal National Historic Park","COST21-3","2022348265","wetland",17.2978505629,"upstream",NA
"229","C & O Canal National Historic Park","COST21-4","2022348265","agriculture",6.34595701126,"local",NA
"230","C & O Canal National Historic Park","COST21-4","2022348265","alloffnet",1.22824974411,"local",NA
"231","C & O Canal National Historic Park","COST21-4","2022348265","allonnet",0,"local",NA
"232","C & O Canal National Historic Park","COST21-4","2022348265","ann_tmax_c",19.8200143816,"local",NA
"233","C & O Canal National Historic Park","COST21-4","2022348265","ann_tmin_c",9.04794281556,"local",NA
"234","C & O Canal National Historic Park","COST21-4","2022348265","apr_prcp_mm",84.5373031398,"local",NA
"235","C & O Canal National Historic Park","COST21-4","2022348265","AreaSqKM",0.879300000001,"local",NA
"236","C & O Canal National Historic Park","COST21-4","2022348265","aug_prcp_mm",98.273793856,"local",NA
"237","C & O Canal National Historic Park","COST21-4","2022348265","dec_prcp_mm",84.324464593,"local",NA
"238","C & O Canal National Historic Park","COST21-4","2022348265","deg_barr_1",0,"local",NA
"239","C & O Canal National Historic Park","COST21-4","2022348265","deg_barr_2",0,"local",NA
"240","C & O Canal National Historic Park","COST21-4","2022348265","deg_barr_3",0,"local",NA
"241","C & O Canal National Historic Park","COST21-4","2022348265","deg_barr_4",0,"local",NA
"242","C & O Canal National Historic Park","COST21-4","2022348265","deg_barr_5",0,"local",NA
"243","C & O Canal National Historic Park","COST21-4","2022348265","deg_barr_6",0,"local",NA
"244","C & O Canal National Historic Park","COST21-4","2022348265","deg_barr_7",0,"local",NA
"245","C & O Canal National Historic Park","COST21-4","2022348265","deg_barr_all",0,"local",NA
"246","C & O Canal National Historic Park","COST21-4","2022348265","dep_no3_2011",10.0349747288,"local",NA
"247","C & O Canal National Historic Park","COST21-4","2022348265","dep_so4_2011",11.8014859743,"local",NA
"248","C & O Canal National Historic Park","COST21-4","2022348265","devel_hi",0,"local",NA
"249","C & O Canal National Historic Park","COST21-4","2022348265","devel_low",0.511770726714,"local",NA
"250","C & O Canal National Historic Park","COST21-4","2022348265","devel_med",0,"local",NA
"251","C & O Canal National Historic Park","COST21-4","2022348265","devel_opn",17.604912999,"local",NA
"252","C & O Canal National Historic Park","COST21-4","2022348265","developed",18.1166837257,"local",NA
"253","C & O Canal National Historic Park","COST21-4","2022348265","drainageclass",NA,"local",NA
"254","C & O Canal National Historic Park","COST21-4","2022348265","elevation",3.3275332651,"local",NA
"255","C & O Canal National Historic Park","COST21-4","2022348265","feb_prcp_mm",70.3432503957,"local",NA
"256","C & O Canal National Historic Park","COST21-4","2022348265","forest",70.2149437052,"local",NA
"257","C & O Canal National Historic Park","COST21-4","2022348265","forest_decid",14.022517912,"local",NA
"258","C & O Canal National Historic Park","COST21-4","2022348265","forest_evgrn",25.076765609,"local",NA
"259","C & O Canal National Historic Park","COST21-4","2022348265","forest_mixed",31.1156601842,"local",NA
"260","C & O Canal National Historic Park","COST21-4","2022348265","fwsopenwater",4.70829068577,"local",NA
"261","C & O Canal National Historic Park","COST21-4","2022348265","fwswetlands",3.48004094166,"local",NA
"262","C & O Canal National Historic Park","COST21-4","2022348265","herbaceous",1.84237461617,"local",NA
"263","C & O Canal National Historic Park","COST21-4","2022348265","hydrogroup_a",0,"local",NA
"264","C & O Canal National Historic Park","COST21-4","2022348265","hydrogroup_ab",4.09416581372,"local",NA
"265","C & O Canal National Historic Park","COST21-4","2022348265","hydrogroup_cd",49.846468782,"local",NA
"266","C & O Canal National Historic Park","COST21-4","2022348265","hydrogroup_d1",19.3449334698,"local",NA
"267","C & O Canal National Historic Park","COST21-4","2022348265","hydrogroup_d4",19.3449334698,"local",NA
"268","C & O Canal National Historic Park","COST21-4","2022348265","impervious",1.3428863869,"local",NA
"269","C & O Canal National Historic Park","COST21-4","2022348265","jan_prcp_mm",77.987186264,"local",NA
"270","C & O Canal National Historic Park","COST21-4","2022348265","jul_prcp_mm",108.700994478,"local",NA
"271","C & O Canal National Historic Park","COST21-4","2022348265","jun_prcp_mm",92.1837190376,"local",NA
"272","C & O Canal National Historic Park","COST21-4","2022348265","mar_prcp_mm",100.650844976,"local",NA
"273","C & O Canal National Historic Park","COST21-4","2022348265","may_prcp_mm",100.512350779,"local",NA
"274","C & O Canal National Historic Park","COST21-4","2022348265","nov_prcp_mm",84.7865903575,"local",NA
"275","C & O Canal National Historic Park","COST21-4","2022348265","oct_prcp_mm",88.3160792403,"local",NA
"276","C & O Canal National Historic Park","COST21-4","2022348265","openoffnet",0,"local",NA
"277","C & O Canal National Historic Park","COST21-4","2022348265","openonnet",0,"local",NA
"278","C & O Canal National Historic Park","COST21-4","2022348265","percent_sandy",0,"local",NA
"279","C & O Canal National Historic Park","COST21-4","2022348265","sep_prcp_mm",94.6999354211,"local",NA
"280","C & O Canal National Historic Park","COST21-4","2022348265","slope_pcnt",1.18552758292,"local",NA
"281","C & O Canal National Historic Park","COST21-4","2022348265","surfcoarse",0,"local",NA
"282","C & O Canal National Historic Park","COST21-4","2022348265","tree_canopy",65.0665301945,"local",NA
"283","C & O Canal National Historic Park","COST21-4","2022348265","undev_forest",85.75,"local",NA
"284","C & O Canal National Historic Park","COST21-4","2022348265","water",3.48004094166,"local",NA
"285","C & O Canal National Historic Park","COST21-4","2022348265","wetland",17.2978505629,"local",NA
"286","C & O Canal National Historic Park","COST21-4","2022348265","agriculture",6.34595701126,"upstream",NA
"287","C & O Canal National Historic Park","COST21-4","2022348265","alloffnet",1.22824974411,"upstream",NA
"288","C & O Canal National Historic Park","COST21-4","2022348265","allonnet",0,"upstream",NA
"289","C & O Canal National Historic Park","COST21-4","2022348265","ann_tmax_c",19.8200143816,"upstream",NA
"290","C & O Canal National Historic Park","COST21-4","2022348265","ann_tmin_c",9.04794281556,"upstream",NA
"291","C & O Canal National Historic Park","COST21-4","2022348265","apr_prcp_mm",84.5373031398,"upstream",NA
"292","C & O Canal National Historic Park","COST21-4","2022348265","AreaSqKM",0.879300000001,"upstream",NA
"293","C & O Canal National Historic Park","COST21-4","2022348265","aug_prcp_mm",98.273793856,"upstream",NA
"294","C & O Canal National Historic Park","COST21-4","2022348265","dec_prcp_mm",84.324464593,"upstream",NA
"295","C & O Canal National Historic Park","COST21-4","2022348265","deg_barr_1",0,"upstream",NA
"296","C & O Canal National Historic Park","COST21-4","2022348265","deg_barr_2",0,"upstream",NA
"297","C & O Canal National Historic Park","COST21-4","2022348265","deg_barr_3",0,"upstream",NA
